CMDLINE /home/leonard/miniconda3/envs/fi/bin/python run.py --model=VGG7 --dataset=CIFAR10 --batch-size=256 --epochs=1 --lr=0.001 --step-size=25 --test-error=1 --load-model-path=model_cifar8582.pt --test_rtm=1 --loops=5 --perror=0.001
MEM 5.531250 1680006801.1849
MEM 19.339844 1680006801.2852
MEM 97.945312 1680006801.3857
MEM 166.332031 1680006801.4861
MEM 192.660156 1680006801.5864
MEM 206.839844 1680006801.6867
MEM 219.171875 1680006801.7870
MEM 228.121094 1680006801.8875
MEM 229.324219 1680006801.9878
MEM 231.964844 1680006802.0882
MEM 257.839844 1680006802.1886
MEM 338.285156 1680006802.2890
MEM 365.617188 1680006802.3893
MEM 389.628906 1680006802.4901
MEM 488.980469 1680006802.5905
MEM 580.125000 1680006802.6912
MEM 658.207031 1680006802.7915
MEM 742.253906 1680006802.8919
MEM 851.046875 1680006802.9923
MEM 927.792969 1680006803.0927
MEM 1011.800781 1680006803.1930
MEM 1100.679688 1680006803.2936
MEM 1177.359375 1680006803.3940
MEM 1269.929688 1680006803.4943
MEM 1354.355469 1680006803.5949
MEM 1459.996094 1680006803.6952
MEM 1533.707031 1680006803.7957
MEM 1632.136719 1680006803.8962
MEM 1718.445312 1680006803.9967
MEM 1816.781250 1680006804.0971
MEM 1870.167969 1680006804.1976
MEM 1961.050781 1680006804.2981
MEM 2063.136719 1680006804.3986
MEM 2143.140625 1680006804.4989
MEM 2247.414062 1680006804.5993
MEM 2337.300781 1680006804.6997
MEM 2416.511719 1680006804.8001
MEM 2372.488281 1680006804.9004
MEM 2372.488281 1680006805.0008
MEM 2372.488281 1680006805.1012
MEM 2372.488281 1680006805.2015
MEM 2372.488281 1680006805.3019
MEM 2372.488281 1680006805.4023
MEM 2372.488281 1680006805.5027
MEM 2372.488281 1680006805.6031
MEM 2372.488281 1680006805.7044
MEM 2372.488281 1680006805.8047
MEM 2372.488281 1680006805.9054
MEM 2372.488281 1680006806.0058
MEM 2372.488281 1680006806.1063
MEM 2399.847656 1680006806.2067
MEM 2408.164062 1680006806.3073
MEM 2459.667969 1680006806.4076
MEM 2488.746094 1680006806.5079
MEM 2489.062500 1680006806.6083
MEM 2518.359375 1680006806.7086
MEM 2547.851562 1680006806.8090
MEM 2694.457031 1680006806.9095
MEM 2519.972656 1680006807.0100
MEM 2519.972656 1680006807.1104
MEM 2519.972656 1680006807.2107
MEM 2519.972656 1680006807.3110
MEM 2519.972656 1680006807.4116
MEM 2576.511719 1680006807.5120
MEM 2577.027344 1680006807.6125
MEM 2576.953125 1680006807.7128
MEM 2601.234375 1680006807.8135
MEM 2567.832031 1680006807.9140
MEM 2567.832031 1680006808.0143
MEM 2567.832031 1680006808.1146
MEM 2567.832031 1680006808.2150
